time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
23000.0,30.5,0.5,9.0,0.0,20.0,0.82,bending2
23250.0,31.0,1.0,9.67,0.47,20.67,0.47,bending2
23500.0,32.0,0.0,11.67,0.47,19.5,0.5,bending2
23750.0,31.25,0.83,9.75,0.43,18.75,0.83,bending2
24000.0,31.0,1.0,10.0,0.0,17.67,0.47,bending2
24250.0,31.25,0.83,11.25,0.43,17.75,0.43,bending2
24500.0,30.0,0.0,10.5,0.5,17.67,0.47,bending2
24750.0,31.33,0.94,10.5,0.5,17.67,0.47,bending2
25000.0,31.5,0.5,10.5,0.5,18.0,0.0,bending2
25250.0,31.5,0.5,10.0,0.71,18.0,0.0,bending2
25500.0,30.5,0.5,8.5,1.12,17.5,0.5,bending2
25750.0,30.5,0.5,5.75,0.43,18.25,1.48,bending2
26000.0,31.0,0.0,8.0,0.71,17.33,0.94,bending2
26250.0,31.0,0.71,7.0,0.82,17.67,0.47,bending2
26500.0,31.5,0.5,6.33,0.47,18.33,0.47,bending2
26750.0,32.0,0.0,7.0,0.82,18.0,0.0,bending2
27000.0,31.5,0.5,8.67,0.47,18.0,0.0,bending2
27250.0,31.0,1.0,6.5,0.5,19.33,1.25,bending2
27500.0,31.0,0.82,6.0,1.41,18.75,0.83,bending2
27750.0,30.75,0.43,4.33,2.36,18.5,0.87,bending2
28000.0,30.67,0.47,2.5,0.5,17.75,0.83,bending2
28250.0,31.0,0.0,5.33,2.05,17.25,0.83,bending2
28500.0,30.67,0.94,7.0,0.82,17.75,1.79,bending2
28750.0,30.33,0.47,11.33,0.94,19.5,1.12,bending2
29000.0,30.33,0.47,12.75,0.83,18.33,1.7,bending2
29250.0,30.0,0.0,14.0,0.82,18.25,0.43,bending2
29500.0,30.0,0.0,12.0,0.0,17.33,0.47,bending2
29750.0,30.0,0.0,12.0,0.0,15.0,0.82,bending2
30000.0,30.0,0.0,11.5,0.5,15.67,0.94,bending2
30250.0,30.0,0.0,12.0,0.0,17.25,0.83,bending2
30500.0,30.0,0.0,10.75,0.83,18.75,0.83,bending2
30750.0,30.0,0.0,11.33,0.47,20.0,1.0,bending2
31000.0,30.0,0.0,9.25,1.48,19.75,0.83,bending2
31250.0,30.0,0.0,6.0,0.71,19.0,0.71,bending2
31500.0,30.0,0.0,5.5,0.5,19.75,1.3,bending2
31750.0,30.0,0.0,5.5,0.5,19.75,1.3,bending2
32000.0,30.0,0.0,10.82,1.11,19.64,0.98,bending2
32250.0,30.0,0.0,10.82,1.11,19.64,0.98,bending2
32500.0,30.0,0.0,9.67,0.47,19.33,0.94,bending2
32750.0,30.0,0.0,9.33,0.47,19.25,0.83,bending2
33000.0,30.0,0.0,9.33,0.47,18.67,0.94,bending2
33250.0,30.0,0.0,9.75,0.83,18.75,0.83,bending2
33500.0,30.0,0.0,11.75,0.43,18.5,0.5,bending2
33750.0,30.0,0.0,10.25,0.83,19.0,0.0,bending2
34000.0,30.0,0.0,10.0,0.82,19.0,0.82,bending2
34250.0,30.0,0.0,10.67,0.47,18.75,0.83,bending2
34500.0,30.0,0.0,9.0,0.0,19.5,1.12,bending2
34750.0,30.25,0.43,9.0,0.0,20.5,0.5,bending2
35000.0,30.0,0.0,9.25,3.27,18.0,1.63,bending2
35250.0,30.67,0.47,5.0,2.74,17.33,0.94,bending2
35500.0,30.0,0.0,4.75,1.3,17.33,0.47,bending2
35750.0,30.0,0.0,7.67,0.47,16.67,0.94,bending2
36000.0,30.0,0.0,8.75,0.43,17.0,0.0,bending2
36250.0,30.67,0.47,6.75,3.56,15.67,0.94,bending2
36500.0,30.33,0.47,4.0,2.83,14.5,1.5,bending2
36750.0,30.0,0.0,11.0,1.22,12.5,0.5,bending2
37000.0,30.0,0.0,12.0,0.0,13.25,1.3,bending2
37250.0,30.0,0.0,7.67,3.3,16.0,1.87,bending2
37500.0,30.25,0.43,2.0,1.22,18.25,0.43,bending2
37750.0,30.0,0.0,3.75,0.43,18.0,0.0,bending2
38000.0,30.0,0.0,2.5,0.5,18.0,0.0,bending2
38250.0,30.0,0.0,2.25,1.09,17.67,0.47,bending2
38500.0,30.0,0.0,1.25,0.43,17.67,0.47,bending2
38750.0,30.0,0.0,2.33,0.47,17.33,0.47,bending2
39000.0,30.0,0.0,4.0,0.0,17.67,0.47,bending2
39250.0,30.0,0.0,3.0,0.0,18.0,0.0,bending2
39500.0,30.0,0.0,1.8,0.98,18.0,0.0,bending2
39750.0,30.0,0.0,1.0,0.0,17.5,0.5,bending2
40000.0,30.0,0.0,2.33,0.47,17.67,0.47,bending2
40250.0,30.0,0.0,2.5,0.5,17.5,0.5,bending2
40500.0,30.0,0.0,2.0,0.71,17.5,0.5,bending2
40750.0,30.0,0.0,2.0,0.82,17.25,0.43,bending2
41000.0,30.0,0.0,4.0,0.0,16.75,1.3,bending2
41250.0,30.0,0.0,4.0,0.0,16.75,0.83,bending2
41500.0,30.0,0.0,3.0,0.0,17.33,0.47,bending2
41750.0,30.0,0.0,4.5,0.5,16.8,0.75,bending2
42000.0,30.0,0.0,2.75,0.43,17.25,0.83,bending2
42250.0,30.0,0.0,1.25,0.43,17.0,1.0,bending2
42500.0,30.0,0.0,2.0,0.0,16.5,0.5,bending2
42750.0,30.0,0.0,2.5,0.5,16.0,1.0,bending2
43000.0,30.0,0.0,2.0,0.0,16.33,0.47,bending2
43250.0,30.0,0.0,2.67,0.47,16.67,0.94,bending2
43500.0,30.0,0.0,2.5,0.5,16.0,0.82,bending2
43750.0,30.0,0.0,3.0,1.22,16.0,0.71,bending2
44000.0,30.0,0.0,2.0,0.0,16.75,0.83,bending2
44250.0,30.0,0.0,3.0,1.58,16.75,1.09,bending2
44500.0,30.0,0.0,4.5,0.87,16.25,0.83,bending2
44750.0,30.0,0.0,6.0,0.0,16.0,0.82,bending2
45000.0,30.0,0.0,6.5,0.5,15.67,0.94,bending2
45250.0,30.0,0.0,7.0,0.0,16.0,1.0,bending2
45500.0,30.0,0.0,7.33,0.47,15.5,0.5,bending2
45750.0,30.0,0.0,7.0,0.0,16.0,0.82,bending2
46000.0,30.0,0.0,7.0,0.0,15.5,0.5,bending2
46250.0,30.0,0.0,7.6,0.49,14.75,0.43,bending2
46500.0,30.0,0.0,7.33,0.47,15.67,0.47,bending2
46750.0,30.0,0.0,7.33,0.47,15.0,0.71,bending2
47000.0,30.0,0.0,7.33,0.47,15.5,0.5,bending2
47250.0,30.0,0.0,7.33,0.47,15.5,0.5,bending2
47500.0,30.0,0.0,6.5,0.5,15.67,0.47,bending2
47750.0,30.0,0.0,6.33,0.47,15.5,0.5,bending2
48000.0,30.0,0.0,6.5,0.5,15.5,0.5,bending2
48250.0,30.0,0.0,6.33,0.47,15.33,0.47,bending2
48500.0,30.0,0.0,5.5,0.5,16.0,1.0,bending2
48750.0,30.0,0.0,5.5,0.5,16.33,0.94,bending2
49000.0,30.0,0.0,6.0,0.0,15.67,0.47,bending2
49250.0,30.0,0.0,5.33,0.47,15.5,0.5,bending2
49500.0,30.0,0.0,5.33,0.47,15.5,0.5,bending2
49750.0,30.0,0.0,5.67,0.94,16.0,1.0,bending2
50000.0,30.0,0.0,5.5,0.87,16.0,1.0,bending2
50250.0,30.0,0.0,7.0,0.82,16.5,0.5,bending2
50500.0,30.0,0.0,7.0,0.0,15.67,0.47,bending2
50750.0,30.0,0.0,6.5,0.5,16.0,1.0,bending2
51000.0,30.0,0.0,6.25,0.43,15.75,0.83,bending2
51250.0,30.0,0.0,3.0,0.0,15.5,1.12,bending2
51500.0,30.0,0.0,5.67,0.47,16.33,1.25,bending2
51750.0,30.0,0.0,8.0,0.82,17.33,1.7,bending2
52000.0,30.0,0.0,6.5,2.06,17.75,0.83,bending2
52250.0,30.0,0.0,5.5,1.5,18.33,0.47,bending2
52500.0,30.0,0.0,4.33,1.89,18.25,0.43,bending2
52750.0,30.5,0.5,4.5,1.5,17.75,0.43,bending2
53000.0,30.0,0.0,3.5,1.12,19.0,0.82,bending2
53250.0,29.5,0.5,4.25,1.48,18.0,0.0,bending2
53500.0,30.0,0.0,5.0,0.0,18.0,0.0,bending2
53750.0,30.0,0.0,3.25,0.43,18.0,0.0,bending2
54000.0,30.0,0.0,3.67,0.47,17.5,0.5,bending2
54250.0,30.0,0.0,4.0,0.0,17.0,0.82,bending2
54500.0,30.0,0.0,4.5,0.5,17.67,0.47,bending2
54750.0,30.0,0.0,4.0,0.0,16.5,0.5,bending2
55000.0,30.0,0.0,6.0,0.0,16.25,0.83,bending2
55250.0,29.67,0.47,6.0,0.0,16.33,0.94,bending2
55500.0,29.75,0.43,4.5,1.12,16.75,0.83,bending2
55750.0,29.75,0.43,2.25,0.43,17.25,0.83,bending2
56000.0,30.0,0.0,5.0,1.22,16.67,0.47,bending2
56250.0,29.75,0.43,5.75,0.43,16.0,1.0,bending2
56500.0,29.75,0.43,5.75,0.43,15.75,0.83,bending2
56750.0,30.0,0.0,6.0,0.0,16.0,0.71,bending2
57000.0,29.75,0.43,5.5,0.5,16.0,1.0,bending2
57250.0,29.5,0.5,5.25,0.43,16.0,1.0,bending2
57500.0,29.25,0.43,4.25,0.43,16.0,1.0,bending2
57750.0,29.25,0.43,5.5,0.5,15.5,0.5,bending2
58000.0,29.5,0.5,6.0,0.71,15.5,0.5,bending2
58250.0,29.5,0.5,6.33,0.47,15.33,0.47,bending2
58500.0,29.5,0.5,6.0,0.0,15.5,0.5,bending2
58750.0,29.67,0.47,6.75,0.43,16.0,0.82,bending2
59000.0,29.25,0.43,6.5,0.5,16.5,1.12,bending2
59250.0,29.0,0.0,6.25,0.83,16.5,0.5,bending2
59500.0,29.0,0.0,6.0,0.0,16.25,0.83,bending2
59750.0,29.25,0.43,5.5,0.5,16.5,0.5,bending2
60000.0,29.25,0.43,5.0,0.0,17.0,1.0,bending2
60250.0,29.5,0.5,5.0,0.71,16.5,0.5,bending2
60500.0,29.5,0.5,6.0,0.0,16.5,0.5,bending2
60750.0,29.0,0.0,6.25,0.43,16.0,1.0,bending2
61000.0,29.25,0.43,6.25,0.43,15.75,0.83,bending2
61250.0,29.0,0.0,6.0,0.0,15.5,0.5,bending2
61500.0,29.0,0.0,6.0,0.0,15.75,0.83,bending2
61750.0,29.0,0.0,6.0,0.0,16.33,1.25,bending2
62000.0,29.25,0.43,6.0,0.0,16.33,0.47,bending2
62250.0,29.0,0.0,5.5,0.5,16.5,0.5,bending2
62500.0,29.0,0.0,5.75,0.43,16.75,0.83,bending2
62750.0,29.0,0.0,5.25,0.43,17.33,0.94,bending2
63000.0,29.0,0.0,5.5,0.5,17.33,0.94,bending2
63250.0,29.0,0.0,6.0,0.0,16.5,1.12,bending2
63500.0,29.0,0.0,5.0,0.0,16.25,0.83,bending2
63750.0,29.25,0.43,5.0,0.71,16.5,0.5,bending2
64000.0,29.0,0.0,5.0,0.71,17.0,0.71,bending2
64250.0,29.25,0.43,6.0,0.0,16.5,0.5,bending2
64500.0,29.0,0.0,6.25,0.43,16.25,0.83,bending2
64750.0,29.0,0.0,6.25,0.43,16.25,0.83,bending2
65000.0,29.0,0.0,4.75,0.43,16.5,1.12,bending2
65250.0,28.75,0.43,5.25,0.43,17.0,1.0,bending2
65500.0,28.67,0.47,4.67,0.47,16.5,0.5,bending2
65750.0,29.0,0.0,4.75,0.43,17.33,0.94,bending2
66000.0,29.0,0.0,5.0,0.0,17.5,0.5,bending2
66250.0,29.0,0.0,5.5,0.5,16.5,0.5,bending2
66500.0,29.0,0.0,5.0,0.0,16.0,1.0,bending2
66750.0,29.0,0.0,5.75,0.43,15.67,0.47,bending2
67000.0,29.0,0.0,6.75,0.43,15.5,0.5,bending2
67250.0,29.0,0.0,7.0,0.0,15.67,0.94,bending2
67500.0,28.75,0.43,6.0,0.0,16.5,1.12,bending2
67750.0,28.75,0.43,4.75,0.43,17.0,1.0,bending2
68000.0,28.75,0.43,4.25,0.43,17.0,1.0,bending2
68250.0,29.0,0.0,4.5,0.5,17.0,1.0,bending2
68500.0,29.0,0.0,5.0,0.0,18.0,0.0,bending2
68750.0,28.67,0.47,4.0,0.0,16.67,0.94,bending2
69000.0,28.5,0.5,4.75,0.43,16.25,0.83,bending2
69250.0,28.75,0.43,5.0,0.0,16.5,0.5,bending2
69500.0,28.67,0.47,5.0,0.0,17.33,0.94,bending2
69750.0,28.67,0.47,5.0,0.0,17.0,0.71,bending2
70000.0,29.0,0.0,5.0,0.0,17.0,1.0,bending2
70250.0,29.0,0.0,4.25,0.43,17.0,1.0,bending2
70500.0,29.0,0.0,4.0,0.0,17.0,1.0,bending2
70750.0,29.0,0.0,5.0,0.0,17.33,0.94,bending2
71000.0,28.5,0.5,4.75,0.43,17.5,0.5,bending2
71250.0,29.0,0.0,4.67,0.47,17.5,0.5,bending2
71500.0,28.6,0.49,4.8,0.75,17.5,0.5,bending2
71750.0,28.5,0.5,5.0,0.0,17.5,0.5,bending2
72000.0,28.5,0.5,5.0,0.0,16.75,0.83,bending2
72250.0,28.75,0.43,8.67,0.47,15.67,1.25,bending2
72500.0,29.0,0.0,7.0,0.82,18.5,1.12,bending2
72750.0,30.0,0.0,11.5,1.5,17.5,1.5,bending2
73000.0,30.0,0.0,12.75,0.43,16.67,0.47,bending2
73250.0,30.0,0.0,12.0,0.0,17.75,1.09,bending2
73500.0,30.0,0.0,11.5,0.5,18.75,0.83,bending2
73750.0,30.0,0.0,11.0,0.0,19.5,1.12,bending2
74000.0,30.0,0.0,9.75,0.83,19.5,0.5,bending2
74250.0,30.0,0.0,9.0,0.0,18.33,0.47,bending2
74500.0,30.0,0.0,9.0,0.0,18.0,0.0,bending2
74750.0,30.0,0.0,8.5,0.5,18.0,0.0,bending2
75000.0,30.0,0.0,7.25,0.43,18.0,0.0,bending2
75250.0,30.0,0.0,7.25,0.43,18.5,0.5,bending2
75500.0,30.0,0.0,9.5,0.5,18.67,0.47,bending2
75750.0,30.0,0.0,11.0,0.0,18.5,0.5,bending2
76000.0,30.0,0.0,11.0,0.0,18.5,0.5,bending2
76250.0,30.0,0.0,10.75,0.43,18.5,0.5,bending2
76500.0,30.0,0.0,10.75,0.43,18.5,0.5,bending2
76750.0,30.0,0.0,10.75,0.43,18.75,0.83,bending2
77000.0,30.0,0.0,10.75,0.43,18.67,0.47,bending2
77250.0,30.0,0.0,10.5,0.5,18.67,0.47,bending2
77500.0,30.0,0.0,10.33,0.47,18.33,0.47,bending2
77750.0,30.0,0.0,10.0,0.0,18.67,0.47,bending2
78000.0,30.0,0.0,10.0,0.0,18.33,0.47,bending2
78250.0,30.0,0.0,9.5,0.5,18.0,0.0,bending2
78500.0,30.0,0.0,9.0,0.0,18.5,0.5,bending2
78750.0,30.0,0.0,8.0,0.0,18.5,0.5,bending2
79000.0,30.0,0.0,8.25,0.43,18.5,0.5,bending2
79250.0,30.0,0.0,8.0,0.0,18.67,0.47,bending2
79500.0,30.0,0.0,8.0,0.0,19.0,1.0,bending2
79750.0,30.0,0.0,8.0,0.0,19.0,1.0,bending2
80000.0,30.0,0.0,6.5,0.5,19.0,1.0,bending2
80250.0,30.0,0.0,7.25,0.43,19.67,0.47,bending2
80500.0,30.0,0.0,7.5,0.5,19.25,1.3,bending2
80750.0,30.0,0.0,7.33,0.47,20.0,0.82,bending2
81000.0,30.0,0.0,9.0,0.0,20.33,1.3,bending2
81250.0,30.0,0.0,7.5,1.66,19.25,0.83,bending2
81500.0,30.0,0.0,4.75,0.43,19.67,0.47,bending2
81750.0,29.75,0.43,7.75,1.3,19.0,1.0,bending2
82000.0,30.0,0.0,9.5,0.5,18.67,0.47,bending2
82250.0,30.0,0.0,11.6,0.49,18.75,0.83,bending2
82500.0,30.0,0.0,12.0,0.0,18.67,0.47,bending2
82750.0,29.75,0.43,12.0,0.0,18.25,0.43,bending2
83000.0,29.5,0.5,12.0,0.0,18.25,0.43,bending2
83250.0,29.5,0.5,12.0,0.0,18.25,0.43,bending2
83500.0,29.75,0.43,12.0,0.0,18.5,0.5,bending2
83750.0,29.75,0.43,12.0,0.0,18.25,0.43,bending2
84000.0,29.75,0.43,12.0,0.0,18.0,0.0,bending2
84250.0,29.5,0.5,12.0,0.0,18.0,0.0,bending2
84500.0,29.5,0.5,12.0,0.0,18.0,0.0,bending2
84750.0,29.0,0.0,12.0,0.0,18.0,0.0,bending2
85000.0,29.33,0.47,12.0,0.0,18.33,0.47,bending2
85250.0,29.0,0.0,12.0,0.0,18.33,0.47,bending2
85500.0,29.33,0.47,12.0,0.0,18.67,0.47,bending2
85750.0,29.33,0.47,12.0,0.0,18.5,0.5,bending2
86000.0,29.0,0.0,12.0,0.0,18.5,0.5,bending2
86250.0,29.25,0.43,12.0,0.0,18.5,0.5,bending2
86500.0,29.33,0.47,12.0,0.0,19.0,0.82,bending2
86750.0,29.25,0.43,12.0,0.0,18.33,0.47,bending2
87000.0,29.5,0.5,12.0,0.0,18.0,0.0,bending2
87250.0,29.0,0.0,12.0,0.0,18.33,0.47,bending2
87500.0,29.0,0.0,12.0,0.0,18.0,0.0,bending2
87750.0,30.0,0.0,12.0,0.0,19.0,0.0,bending2
88000.0,29.0,0.0,12.0,0.0,18.5,0.5,bending2
88250.0,29.33,0.47,12.0,0.0,18.67,0.47,bending2
88500.0,29.0,0.0,12.0,0.0,18.5,0.5,bending2
88750.0,28.33,0.47,12.0,0.0,19.0,0.82,bending2
89000.0,28.33,0.47,11.0,1.0,18.5,0.5,bending2
89250.0,28.25,0.43,7.5,0.5,18.25,0.43,bending2
89500.0,28.25,0.43,4.25,2.28,18.25,0.43,bending2
89750.0,29.0,0.0,11.0,1.22,17.5,0.5,bending2
90000.0,29.0,0.0,12.0,0.0,15.75,0.43,bending2
90250.0,29.67,0.47,12.0,0.0,16.67,1.25,bending2
90500.0,29.5,0.5,12.0,0.0,16.67,0.94,bending2
90750.0,29.0,0.0,12.33,0.47,17.5,0.5,bending2
91000.0,29.0,0.0,12.75,0.43,17.75,0.43,bending2
91250.0,29.5,0.5,12.75,0.43,18.0,0.0,bending2
91500.0,29.5,0.5,12.75,0.43,17.0,1.0,bending2
91750.0,29.0,0.0,12.25,0.43,17.33,0.94,bending2
92000.0,29.25,0.43,12.0,0.0,17.0,0.71,bending2
92250.0,29.0,0.0,12.0,0.0,17.0,0.82,bending2
92500.0,29.25,0.43,12.0,0.0,16.25,0.43,bending2
92750.0,29.0,0.0,11.67,0.47,16.67,1.25,bending2
93000.0,28.5,0.5,12.0,0.0,17.67,0.47,bending2
93250.0,29.0,0.0,12.5,0.5,18.33,0.47,bending2
93500.0,29.0,0.0,11.33,0.47,18.75,0.83,bending2
93750.0,29.0,0.0,12.0,0.0,19.33,0.94,bending2
94000.0,29.33,0.47,12.0,0.0,18.75,0.83,bending2
94250.0,29.33,0.47,12.0,0.0,19.0,0.82,bending2
94500.0,29.0,0.0,12.33,0.47,18.67,0.94,bending2
94750.0,29.0,0.0,12.75,0.43,19.33,0.94,bending2
95000.0,29.0,0.0,13.5,0.5,19.25,0.83,bending2
95250.0,29.0,0.0,13.0,0.0,19.25,0.83,bending2
95500.0,29.0,0.0,13.0,0.0,19.25,0.83,bending2
95750.0,28.5,0.5,13.5,0.5,19.0,1.0,bending2
96000.0,29.0,0.0,13.67,0.47,19.33,0.94,bending2
96250.0,28.67,0.47,12.0,0.71,18.33,0.47,bending2
96500.0,28.0,0.71,8.75,0.43,18.75,1.48,bending2
96750.0,28.5,0.5,9.0,0.0,19.25,0.83,bending2
97000.0,29.0,0.0,9.5,0.5,18.0,0.0,bending2
97250.0,28.5,0.5,8.5,0.5,18.25,0.43,bending2
97500.0,29.0,0.0,9.0,0.0,18.33,0.47,bending2
97750.0,29.0,0.0,9.5,0.5,19.0,0.71,bending2
98000.0,29.0,0.0,9.75,0.43,19.25,0.83,bending2
98250.0,28.67,0.47,10.0,0.0,19.67,0.47,bending2
98500.0,28.5,0.5,10.0,0.0,19.75,0.83,bending2
98750.0,29.0,0.0,10.0,0.0,20.33,0.94,bending2
99000.0,28.67,0.47,10.0,0.71,19.67,0.47,bending2
99250.0,29.0,0.0,10.33,0.47,19.0,1.0,bending2
99500.0,29.0,0.0,9.67,0.47,19.5,0.5,bending2
99750.0,29.0,0.0,10.25,0.43,19.0,0.82,bending2
100000.0,28.75,0.43,9.75,0.43,18.75,0.83,bending2
100250.0,28.5,0.5,9.75,0.43,19.25,0.83,bending2
100500.0,27.75,0.43,9.75,0.43,19.25,0.83,bending2
100750.0,28.0,0.0,10.0,0.0,19.33,0.94,bending2
101000.0,28.0,0.71,10.25,0.43,19.0,1.0,bending2
101250.0,28.0,0.0,11.0,0.0,19.25,0.83,bending2
101500.0,28.0,0.0,11.0,0.0,18.67,0.94,bending2
101750.0,28.0,0.0,11.0,0.0,19.25,0.83,bending2
102000.0,28.33,0.47,11.25,0.43,20.33,0.94,bending2
102250.0,28.0,0.0,12.0,0.0,19.0,0.71,bending2
102500.0,28.0,0.0,10.0,1.63,18.0,0.71,bending2
102750.0,28.0,0.0,7.25,1.09,19.5,1.12,bending2
103000.0,28.0,0.0,8.75,0.43,21.0,0.0,bending2
103250.0,28.25,0.43,9.25,0.43,20.25,0.83,bending2
103500.0,28.67,0.47,10.67,0.47,20.25,0.83,bending2
103750.0,29.0,0.0,12.0,0.0,20.67,0.47,bending2
104000.0,29.0,0.0,12.0,0.0,20.67,0.47,bending2
104250.0,28.75,0.43,11.5,0.5,19.75,0.83,bending2
104500.0,28.5,0.5,11.0,0.0,18.75,0.83,bending2
104750.0,28.75,0.43,11.25,0.43,18.5,0.5,bending2
105000.0,28.25,0.43,11.67,0.47,18.67,0.94,bending2
105250.0,28.5,0.5,12.0,0.0,19.25,0.83,bending2
105500.0,28.33,0.47,12.0,0.0,20.67,0.47,bending2
105750.0,28.0,0.0,12.0,0.0,20.25,0.83,bending2
106000.0,27.5,0.5,12.0,0.0,20.0,0.82,bending2
106250.0,28.0,0.0,12.0,0.0,21.0,0.0,bending2
106500.0,28.5,0.5,12.0,0.0,20.0,1.0,bending2
106750.0,28.0,0.0,12.0,0.0,19.33,0.94,bending2
107000.0,27.5,0.5,11.75,0.43,19.0,0.71,bending2
107250.0,28.0,0.0,11.33,0.47,18.75,0.83,bending2
107500.0,28.0,0.71,10.75,0.43,19.0,1.22,bending2
107750.0,27.5,0.87,11.25,0.83,20.5,0.87,bending2
108000.0,29.0,0.71,12.0,0.0,18.25,0.43,bending2
108250.0,30.0,0.0,12.0,0.0,18.0,0.0,bending2
108500.0,29.67,0.47,10.0,1.22,17.67,0.47,bending2
108750.0,29.0,0.0,10.0,0.0,18.33,1.25,bending2
109000.0,29.0,0.0,9.75,0.83,19.25,0.83,bending2
109250.0,28.75,0.43,11.0,1.22,20.0,1.0,bending2
109500.0,28.25,0.43,10.25,1.3,18.25,1.09,bending2
109750.0,29.0,0.0,12.0,0.0,17.33,0.94,bending2
110000.0,29.75,0.43,11.0,1.22,17.75,1.09,bending2
110250.0,30.0,0.0,9.33,0.47,18.75,0.83,bending2
110500.0,30.0,0.0,6.25,0.43,20.5,0.5,bending2
110750.0,30.0,0.0,8.25,0.83,19.0,1.0,bending2
111000.0,30.0,0.0,9.75,1.3,20.25,0.83,bending2
111250.0,29.75,0.43,9.0,0.0,19.67,0.94,bending2
111500.0,30.0,0.0,8.75,0.43,20.0,0.71,bending2
111750.0,29.33,0.47,9.0,1.58,20.0,0.82,bending2
112000.0,29.25,0.43,10.75,0.43,18.75,0.83,bending2
112250.0,29.25,0.43,11.5,0.5,18.5,0.5,bending2
112500.0,29.33,0.47,9.0,0.0,18.5,0.5,bending2
112750.0,29.0,0.0,10.25,0.43,18.25,0.43,bending2
113000.0,28.5,0.5,10.0,0.71,18.5,0.5,bending2
113250.0,28.5,0.5,9.0,0.0,18.5,0.5,bending2
113500.0,28.75,0.43,9.25,0.43,18.5,0.5,bending2
113750.0,28.75,0.43,8.25,0.83,17.75,0.43,bending2
114000.0,29.0,0.0,9.5,0.87,17.5,0.87,bending2
114250.0,28.5,0.5,9.33,0.94,16.33,0.47,bending2
114500.0,28.5,0.5,11.75,0.43,20.0,0.71,bending2
114750.0,28.25,0.43,10.5,0.5,20.5,0.5,bending2
115000.0,28.5,0.5,9.25,0.43,20.25,0.83,bending2
115250.0,28.33,0.47,11.75,0.43,20.33,0.94,bending2
115500.0,28.67,0.47,10.0,0.82,20.25,0.83,bending2
115750.0,28.67,0.47,9.0,0.0,21.0,0.0,bending2
116000.0,28.5,0.5,8.75,0.83,21.0,0.0,bending2
116250.0,29.0,0.0,7.5,0.5,20.5,0.5,bending2
116500.0,29.25,0.43,6.75,0.43,20.5,0.5,bending2
116750.0,29.0,0.0,7.67,0.47,20.75,0.43,bending2
117000.0,28.25,0.43,9.0,0.71,20.75,0.43,bending2
117250.0,29.0,0.0,11.25,0.43,21.0,0.0,bending2
117500.0,29.0,0.0,12.0,0.0,20.75,0.43,bending2
117750.0,29.0,0.71,11.25,0.43,21.25,0.43,bending2
118000.0,29.0,0.0,10.0,0.82,21.33,0.47,bending2
118250.0,28.67,0.47,11.0,1.0,19.33,1.25,bending2
118500.0,28.5,0.5,2.33,1.25,16.6,1.2,bending2
118750.0,28.67,0.47,4.67,1.25,17.33,0.47,bending2
119000.0,27.5,0.5,5.5,2.5,17.25,1.3,bending2
119250.0,28.0,0.0,6.67,0.94,17.0,1.0,bending2
119500.0,28.0,0.0,5.0,0.82,17.0,0.71,bending2
119750.0,28.0,0.0,0.0,0.0,17.0,1.0,bending2
0.0,32.0,4.85,17.5,3.35,22.5,3.2,cycling
250.0,40.5,1.12,14.0,2.24,21.75,1.3,cycling
500.0,40.5,2.6,11.33,4.5,18.25,5.31,cycling
750.0,34.5,1.5,20.67,2.87,19.0,2.83,cycling
1000.0,34.5,1.5,21.25,3.27,18.25,4.38,cycling
1250.0,32.25,2.86,21.5,2.29,23.5,2.6,cycling
1500.0,35.75,4.44,13.0,3.94,22.75,1.79,cycling
1750.0,41.5,1.12,13.0,2.94,19.75,1.79,cycling
2000.0,39.75,3.27,8.5,7.5,20.0,2.45,cycling
2250.0,30.75,2.49,20.25,4.92,16.33,5.25,cycling
2500.0,32.75,0.43,17.75,3.27,20.5,6.06,cycling
2750.0,32.75,2.17,19.0,4.06,21.0,3.67,cycling
3000.0,32.25,6.18,16.5,4.72,22.75,3.03,cycling
3250.0,41.25,0.83,14.25,3.9,22.25,1.3,cycling
3500.0,42.33,2.49,14.0,4.42,18.0,2.45,cycling
3750.0,34.25,1.79,20.5,4.56,19.5,2.69,cycling
4000.0,33.0,0.0,16.0,6.68,19.75,2.68,cycling
4250.0,32.25,3.27,19.5,3.35,22.0,3.67,cycling
4500.0,36.75,4.97,14.0,1.63,23.25,1.79,cycling
4750.0,42.75,0.83,17.5,4.09,21.75,0.83,cycling
5000.0,43.25,2.49,14.25,5.76,15.25,3.49,cycling
5250.0,34.5,3.35,11.25,7.89,15.0,5.43,cycling
5500.0,33.75,1.3,19.25,1.79,16.75,4.02,cycling
5750.0,32.75,3.27,18.75,2.49,19.0,5.7,cycling
6000.0,35.75,4.44,17.33,4.64,21.0,4.55,cycling
6250.0,40.75,1.09,11.8,2.93,21.2,2.4,cycling
6500.0,42.25,0.43,18.0,0.0,20.0,0.82,cycling
6750.0,38.75,3.9,10.0,3.32,16.75,1.09,cycling
7000.0,34.75,1.79,18.75,3.9,18.75,1.3,cycling
7250.0,35.0,1.41,21.75,2.49,18.0,3.27,cycling
7500.0,31.0,3.85,21.5,2.87,24.0,2.53,cycling
7750.0,38.0,5.66,17.0,3.56,21.0,3.0,cycling
8000.0,41.0,0.82,13.0,5.89,20.5,3.04,cycling
8250.0,42.75,2.28,16.25,3.03,18.25,3.9,cycling
8500.0,33.25,3.63,15.75,3.9,18.67,3.09,cycling
